Model Name,Metric Name,Average Value,Depth Values,Inference Time
FNN,L2RE,1.0597161879166521,"[[[1.0221905966777232, 1.0317889691614293, 1.035586534431148, 1.0525351679857435, 1.0767942457607078, 1.0651536282192648, 1.0634462931994142, 1.0722238780004274, 1.0659644809208093, 1.0574229079300559, 1.063051530137654, 1.0558430751977381, 1.070138583302435, 1.0712771466287414, 1.0923257811964933]]]",0.019989001415669918
FNN,MSE,0.4238666804684561,"[[[3.007683832381951, 0.8251545662144321, 0.31931192030839717, 0.20396883416798595, 0.6382882286469956, 0.1890697748265121, 0.18675506105925055, 0.1932794161788755, 0.18891882347605168, 0.19387370389430955, 0.20358816308366984, 0.1868936178610474, 0.0093108946845063, 0.006210462757848556, 0.005692907485007445]]]",0.014328686147928238
FNN,RMSE,0.5178951705950378,"[[[1.7339010735566862, 0.9076622980120473, 0.5648557971479794, 0.44967593998801386, 0.7974133626770873, 0.4347397955528347, 0.43208585428825574, 0.4395817196849467, 0.4345786296691488, 0.4402491534477048, 0.4511675237457125, 0.43227636698363037, 0.09616629453173772, 0.07868260863630151, 0.07539114100348025]]]",0.014328686147928238
FNN,MaxError,27.56781063428802,"[[[27.56781063428802, 13.87899457058653, 8.569868968272619, 6.03128972497043, 6.378685359087635, 6.074986878446348, 6.227762973629116, 6.275460538987392, 6.191262115015068, 6.395466510264458, 6.439460606138223, 6.1036676110636545, 1.129000267880404, 0.964461336000488, 1.0185306208118883]]]",0.014328686147928238
FNN,MSE,0.4227794039982487,"[[[2.9906065122889167, 0.8249845750309309, 0.31892538883147475, 0.20452584618225714, 0.640058580128225, 0.18920889882027325, 0.18695227101454917, 0.19291130552259772, 0.18875903814397652, 0.19345713959910735, 0.20348637125206326, 0.18647568028345524, 0.009346075683769463, 0.006258730707961207, 0.00573464648417254]]]",0.017252800725400447
FNN,RMSE,0.5176114893166622,"[[[1.7289072557309175, 0.9075555477424644, 0.5644965761963942, 0.45034186008209387, 0.7983860693959991, 0.43490936458728724, 0.4323409055934531, 0.4391803983943972, 0.4344046206207298, 0.4397908986923818, 0.451064703363247, 0.4318057993953089, 0.09636197507368965, 0.07897484442037743, 0.07565152046119256]]]",0.017252800725400447
FNN,MaxError,27.584877908998557,"[[[27.584877908998557, 14.004307519855304, 8.662855112771418, 6.003147524945992, 6.339873599887853, 6.013575705920892, 6.2891767780151, 6.3061138727485115, 6.330421872809051, 6.406024574153949, 6.453088672321357, 6.046118560500955, 1.158036451434004, 0.9637137631212691, 1.0144392468762966]]]",0.017252800725400447
FNN,MSE,0.4243888543696236,"[[[3.011534264546203, 0.8303006072588279, 0.3183916262336034, 0.20530513136813122, 0.6432585215913349, 0.1879054684878348, 0.1857359490995567, 0.19094261151483857, 0.1881415855502861, 0.19317756680582662, 0.20389344123048822, 0.18597155218014522, 0.009368065493893175, 0.006228950041699912, 0.005677474141683745]]]",0.014853082485496999
FNN,RMSE,0.5179131575678014,"[[[1.7349246048175844, 0.910437381217223, 0.5640097948924424, 0.4511428708646386, 0.8004379205856645, 0.4334474895018603, 0.4309399798626224, 0.43694286037830876, 0.4336818177170687, 0.439464141727381, 0.4515146434628264, 0.43122369510463804, 0.09647454562628809, 0.07878560971602683, 0.07527000804244872]]]",0.014853082485496999
FNN,MaxError,27.64587069384694,"[[[27.64587069384694, 14.061354834614049, 8.642715629932493, 6.012544508594248, 6.326679500665964, 6.061429690781137, 6.263481068673732, 6.299462487250354, 6.324739029714481, 6.4343654775631, 6.432309231342384, 6.085091684678208, 1.13171791542076, 0.9820788860086072, 1.0192737057808332]]]",0.014853082485496999
